Code ,Name_fr 
56,MINISTERE DE L'AMENAGEMENT DU TERRITOIRE ET DU DEVELOPPEMENT COMMUNAUTAIRE
66, MINISTERE DE LA PROMOTION DES JEUNES ENTREPRENEURS ET DE LA REFORME DES ENTREPRISES PUBLIQUES
68,"MINISTERE DE L'URBANISME, ET DU LOGEMENT"
20, COUR DE CASSATION
21,CONSEIL D'ETAT
22,COUR DES COMPTES
16,"CONSEIL ECONOMIQUE, SOCIAL ET CULTUREL"
18,MEDIATURE
19,HAUTE COUR DE JUSTICE
23,"MINISTERE DE LA COMMUNICATION, ET DES RELATIONS AVEC LES INSTITUTIONS"
69,"MINISTERE DE LA POPULATION, DE LA PROMOTION DE LA FEMME ET DE LA PROTECTION DE L'ENFANT"
24,SECRETARIAT GENERAL DU GOUVERNEMENT (SGG)
26, HAUT CONSEIL DES COLLECTIVITES TERRITORIALES
27,"MINISTERE DE LA CULTURE, DES ARTS ET DES LOISIRS,"
42,MINISTERE DE LA COMPETITIVITE NATIONALE ET DE LA LUTTE CONTRE LA VIE CHERE
43, MINISTERE CHARGE DES AFFAIRES RELIGIEUSES ET DE L'ACTION HUMANITAIRE
62,MINISTERE DE L''HYDRAULIQUE ET DE L'ASSAINISSEMENT
31,SECRETARIAT PERMANENT CSRD
28, SENAT
29,CONSEIL NATIONAL DE LA JEUNESSE
30,HAUT CONSEIL DE LA CHEFFERIE TRADITIONNELLE
32, HAUTE AUTORITE A LA CONSOLIDATION DE LA PAIX (HACP)
33, HAUTE AUTORITE A L'INITIATIVE 3N
13,MINISTERE DU PLAN
57,MINISTERE DE L'ENERGIE ET DU PETROLE
34,MINISTERE DES ENSEIGNEMENTS SECONDAIRES
40,"MINISTERE DE L'EMPLOI, DU TRAVAIL ET DE LA SECURITE SOCIALE"
6,"MINISTERE  DE L'ENSEIGNEMENT SUPERIEUR, DE LA RECHERCHE ET DE L'INNOVATION"
8," MINISTERE DES POSTES, DES TELECOMMUNICATIONS ET DE L'ECONOMIE NUMERIQUE"
9, MINISTERE DE LA JEUNESSE ET DES SPORTS
17, MINISTERE DE LA JUSTICE
18,CABINET DU MEDIATEUR
23, MINISTERE DE LA COMMUNICATION
27,"MINISTERE DE LA RENAISSANCE CULTURELLE, DES ARTS ET DE LA MODERNISATION SOCIALE"
40,MINISTERE DE L'EMPLOI ET DE LA PROTECTION SOCIALE
54,MINISTERE DE L'AGRICULTURE ET DE L'ELEVAGE
56,MINISTERE DU DEVELOPPEMENT COMMUNAUTAIRE ET  DE L'AMENAGEMENT DU TERRITOIRE
57,MINISTERE DU PETROLE
59,MINISTERE DES MINES
60, MINISTERE DE L'ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE
61," MINISTERE DE L'ENSEIGNEMENT PRIMAIRE, DE L'ALPHABETISATION, DE LA PROMOTION DES LANGUES NATIONALES ET DE L'EDUCATION CIVIQUE"
62,MINISTERE DE L'HYDRAULIQUE ET DE L'ASSAINISSEMENT
68, MINISTERE DES DOMAINES ET DE  L'HABITAT
69,MINISTERE  DE LA POPULATION
44,MINISTERE DE L'ENTREPRENARIAT DES JEUNES
48,MINISTERE DE L'ACTION HUMANITAIRE ET DE LA GESTION DES CATASTROPHES
49,MINISTERE CHARGE DES RELATIONS AVEC LES INTITUTIONS
50,MINISTERE DE LA VILLE ET DE LA SALUBRITE URBAINE
5,PRESIDENCE DE LA REPUBLIQUE
6,"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR, DE LA RECHERCHE ET DE L'INNOVATION"
37,MINISTERE DE L'ENERGIE
39,MINISTERE DE L'INDUSTRIE
40,"MINISTERE DE L'EMPLOI, DU TRAVAIL ET DE LA PROTECTION SOCIALE"
49,MINISTERE CHARGE DES RELATIONS AVEC LES INSTITUTIONS
56,MINISTERE DU DEVELOPPEMENT COMMUNAUTAIRE ET DE L'AMENAGEMENT DU TERRITOIRE
68,MINISTERE DES DOMAINES ET DE L'HABITAT
69,MINISTERE DE LA POPULATION
99,CHARGES COMMUNES
18,CABINET DU MEDIATEUR DE LA REPUBLIQUE
90,COMPTES SPECIAUX
