code,name_en
01,Présidence de la République
02,Assemblée nationale
03,Sénat
21,Primature
22,Défense nationale
24,"Justice, droits humains et promo. peuples autochtones"
26,Communication et médias
27,Affaires foncières et domaine public
30,"Construction,urbanisme et habitat"
32,Affaires sociales et action humanitaire
36,"Plan, Statistique et intégration"
37,"Commerce, approvisionnements et consommation"
38,"Petites et moyennes entreprises, artisanat"
41,Energie et hydraulique
42,Hydrocarbures
44,"Transport, aviation civile et marine marchande"
45,"Postes, télécommunications et économie numérique"
46,"Agriculture, élevage et pêche"
47,Economie forestière
55,Culture et arts
56,Promotion de la femme et intégration de la femme au développement
57,"Fonction publique, travail et sécurité sociale"
58,Santé et population
63,Coopération internationale et partenariat public-privé
64,"Contrôle d’Etat, qualité du service public"
65,"Administration du territoire, décentralisation et développement local"
66,Industries minières et géologie
67,"Aménagement du territoire, infrastructure et entretien routier"
69,"Affairesétrangères,francophonieetCongolaisde l’étranger"
70,"Finances, budget et portefeuille public"
71,Zoneséconomiquesspécialesetdiversifi cationde l’économie
72,"Economie, plan et statistique"
73,"Environnement, développement durable et bassin du Congo"
74,"Jeunesse et sports, éducation civique"
75,Développementindustrieletpromotiondusecteur privé
76,"Enseignement supérieur, recherche scientifi que"
77,"Enseignementpréscolaire,primaire,secondaireet alphabétisation"
78,Enseignement technique et professionnel
80,Délégué à la réforme de l’Etat
81,"Budget, comptes publics et portefeuille public"
82,Economie et fi nances
83,"Industrie culturelle, touristique, artistique et loisirs"
84,"Intérieur, décentralisation et développement local"
86,Economie fluviale et voies navigables
